ORDEN	SKU	VENTA_ALTA	MARKETING	ACTUALIZACIONES	ACTUALIZADO	VENTAS_ACUMULADAS	PRICE	LANZAMIENTO	CANTIDAD	PRECIO_MIN	SD_PRECIO
72500	560112	1	S	4	1	21236	144.5	2012	69	52.95	78.48
28311	633869	1	D	9	1	71810	193.0	2012	54	38.94	80.8
10118	117046	0	D	0	0	4523528	99.0	2007	19	0.0	18.99
58604	540952	0	S	5	1	930949	42.95	2011	39	8.19	16.83
5477	698649	0	D	3	1	2188895	43.99	2010	14	129.98	80.98
189	142019	0	D	4	1	3601063	0.0	2009	14	46.61	56.33
20064	541360	1	D	3	1	78748	99.95	2013	47	102.09	58.84
12902	531710	1	D	8	1	6495	60.0	2012	192	27.35	23.23
28330	2834267	0	D	2	1	2545654	42.95	1999	24	5.89	57.84
59126	288286	0	S	5	1	126480	7.07	2006	164	27.53	6.63
31254	609874	1	D	10	1	13326	139.8	2013	135	26.54	31.99
56814	632156	0	S	8	1	807850	37.99	2012	10	0.0	0.0
3066	2664273	0	D	2	1	3671170	32.95	1996	19	24.99	44.45
15446	711448	0	D	2	1	328762	90.0	2003	21	81.5	12.99
18269	3132627	0	D	0	0	8915409	75.0	2005	13	34.67	119.81
28502	339704	0	D	3	1	163386	65.0	2009	35	38.98	23.54
71427	910124	0	S	2	1	819501	54.99	2004	24	18.26	33.93
37572	663787	0	S	10	1	209081	34.99	2013	35	11.54	20.44
71585	135518	1	S	6	1	262827	26.95	2008	67	0.0	30.23
58356	1926965	0	S	3	1	5413284	45.95	2010	15	0.0	68.05
39710	528060	0	S	2	1	531305	26.95	2007	29	13.6	20.75
15910	249006	0	D	4	1	952315	135.0	2008	30	63.78	97.59
6222	153808	1	D	8	1	34438	43.98	2011	125	36.0	9.99
51703	110399	0	S	7	1	639466	217.25	2007	53	342.3	47.67
59443	1952438	0	S	2	1	1262591	69.95	2013	40	48.84	48.99
46105	878611	0	S	17	1	420425	169.95	2011	35	163.15	103.94
43421	607922	0	S	2	1	1861257	113.0	2005	31	145.69	16.99
67807	537184	0	S	2	1	326397	49.95	1996	62	23.99	46.85
17927	254164	0	D	5	1	327738	199.95	2009	37	118.75	119.04
3199	176530	0	D	1	0	1569144	52.95	1997	41	99.01	45.25
27436	254373	0	D	5	1	669713	64.95	2009	27	24.89	14.99
59457	2363838	0	S	5	1	7554171	25.97	1990	23	103.99	25.97
17197	646459	1	D	1	0	622814	86.94	2009	26	53.99	87.1
21952	633465	0	D	2	1	1554493	71.95	2005	28	92.26	48.74
30733	525190	0	D	0	0	1736675	304.95	2011	37	66.74	31.52
3417	222939	0	D	1	0	2019505	94.95	1995	18	11.64	48.27
13581	631653	1	D	2	1	498218	44.0	2009	39	0.0	0.0
3196	772905	0	D	7	1	558597	43.98	2008	18	132.98	43.97
8677	132137	0	D	6	1	371521	81.2	2005	42	39.84	6.98
32991	565937	1	D	2	1	818304	49.98	2008	33	77.23	31.1
27897	146560	1	D	5	1	48334	88.4	2011	95	58.73	49.99
44735	890515	0	S	2	1	864176	69.95	2011	12	35.79	52.11
50883	165715	0	S	5	1	643522	129.95	2005	31	32.39	49.19
1886	710686	0	D	1	0	3191584	74.99	2000	31	22.98	18.98
2474	553051	0	D	3	1	1325004	193.33	2010	26	86.98	43.65
71356	916953	0	S	0	0	294701	35.0	2007	33	20.9	22.94
67694	618956	0	S	5	1	848534	191.95	2010	24	0.0	89.12
66189	200644	0	S	2	1	673056	116.95	2011	29	82.74	44.4
37152	587922	1	S	4	1	1419789	170.95	2011	12	128.97	25.59
6556	876060	0	D	4	1	1954295	110.32	2008	37	50.37	73.07
29463	3577464	0	D	0	0	3796768	19.95	1991	25	0.0	4.53
12346	627475	1	D	0	0	100167	56.99	2009	25	0.0	0.0
82684	2313393	0	S	0	0	473357	45.37	1980	35	0.0	38.99
26558	1752879	0	D	3	1	1542821	89.95	2011	14	73.99	49.49
29586	314861	0	D	1	0	2154781	76.0	1997	20	33.57	33.03
34329	525400	1	D	3	1	70942	203.0	2010	72	101.99	62.99
15110	55161	1	D	2	1	227118	131.0	2000	24	176.94	113.89
69605	658064	0	S	2	1	64685	44.0	2013	48	29.04	29.34
50787	60243	0	S	4	1	2361112	236.95	2003	53	99.97	16.78
13032	600102	0	D	5	1	515295	43.0	2006	64	33.66	10.45
81230	183339	0	S	13	1	772583	112.95	2005	42	33.86	32.23
55347	623388	0	S	1	0	204114	49.99	2012	48	218.19	28.97
18893	129313	0	D	3	1	265150	68.95	2011	36	37.98	57.11
21544	374088	1	D	1	0	6600084	93.95	1999	16	99.97	73.11
11437	788929	0	D	3	1	7719955	179.0	2001	15	106.99	109.53
26652	645337	1	D	0	0	604781	70.88	2008	70	0.0	0.0
72964	924399	0	S	3	1	41909	50.99	2014	19	29.14	28.24
22293	607284	0	D	2	1	1603048	58.67	2003	49	92.33	15.83
62848	617591	0	S	3	1	2868713	66.56	2000	48	93.99	49.28
39805	543972	0	S	6	1	519220	34.99	2013	22	9.94	9.96
14529	2834973	0	D	0	0	1392987	53.95	2003	25	39.96	33.86
70386	127031	0	S	2	1	194760	47.95	2008	52	26.49	31.64
24953	606713	0	D	2	1	1126592	135.0	1989	31	90.17	36.99
75811	246477	0	S	2	1	587430	49.95	2006	49	12.49	32.97
61902	422077	0	S	4	1	292201	153.2	2006	33	23.68	56.33
66527	543942	0	S	2	1	234877	55.0	2013	25	32.88	42.0
57067	169556	0	S	8	1	1123349	67.95	2006	24	61.69	52.49
55255	179134	0	S	8	1	1961194	81.95	2008	43	46.79	8.99
47310	270677	0	S	8	1	250842	48.0	2010	47	46.42	41.8
64100	657957	0	S	1	0	243503	43.95	2013	26	0.0	33.48
39776	540505	0	S	3	1	1471384	69.99	2003	48	19.25	25.15
7279	608929	0	D	2	1	608838	92.95	1999	30	57.52	33.49
12633	800698	1	D	1	0	2173139	57.0	2007	11	38.84	29.94
9212	347300	0	D	0	0	3830297	55.0	1997	21	44.08	53.73
28613	715600	0	D	4	1	1175016	81.0	1997	19	38.57	20.98
58725	327487	0	S	0	0	1013475	24.99	2008	45	18.98	31.97
10669	532454	0	D	9	1	65210	68.89	2010	45	105.28	43.88
44727	881107	0	S	10	1	899461	158.67	2015	35	121.67	88.94
17195	421723	1	D	3	1	716922	139.4	2007	46	76.19	27.14
21835	792424	0	D	3	1	4478490	29.95	2003	32	56.85	17.94
21402	2339227	0	D	1	0	3533316	0.0	1967	30	18.64	121.77
24617	162264	0	D	5	1	8040	95.0	2011	68	60.01	35.38
10265	875630	1	D	5	1	2212587	74.82	2008	29	71.92	53.92
25141	244240	0	D	12	1	16028	189.95	2012	79	140.97	73.99
81970	529679	0	S	8	1	125243	111.2	2002	56	39.88	64.74
84386	723141	0	S	1	0	896648	41.95	2008	9	0.0	36.97
75384	200921	0	S	3	1	12326	9.99	2011	90	7.53	8.38
47401	3808641	0	S	5	1	443209	115.0	2015	5	0.0	103.98
22476	108839	1	D	14	1	222878	33.94	2007	48	101.58	26.97
67749	558973	0	S	5	1	7215426	87.5	1989	52	63.99	69.94
39714	528564	0	S	4	1	661375	39.99	2010	39	9.86	12.97
35305	52328	0	D	7	1	451812	151.95	2007	37	94.82	49.25
56876	552781	0	S	4	1	1266283	74.75	2008	18	112.18	49.4
8838	177009	1	D	7	1	2127449	152.95	2003	47	121.98	13.99
10421	54911	0	D	12	1	267992	55.4	2005	44	35.55	18.6
606	527702	0	D	6	1	1611731	33.98	2003	33	83.98	45.99
29013	908178	0	D	1	0	1068930	74.95	2008	17	85.66	48.99
54476	60648	0	S	7	1	849996	107.4	2005	40	47.93	15.4
83459	877990	0	S	10	1	348822	150.0	2012	32	89.97	89.12
17009	121775	1	D	10	1	5454172	49.0	1998	24	52.13	28.99
22930	528598	0	D	10	1	916489	379.99	2008	16	188.89	13.23
53974	1568767	0	S	4	1	6047053	115.95	2010	10	98.99	81.96
52951	60466	0	S	7	1	92613	181.33	2006	462	173.3	21.0
4131	200052	0	D	1	0	1127733	63.95	2006	44	26.99	16.91
85078	705460	0	S	3	1	704600	13.51	2011	13	113.5	58.99
40687	683632	0	S	3	1	4418	29.99	2012	34	0.0	18.74
26767	2010014	0	D	3	1	915258	88.5	2009	47	72.02	35.99
20516	535365	1	D	8	1	282492	227.95	2013	54	116.76	93.87
18385	162101	0	D	5	1	248807	88.56	2007	69	153.44	96.65
22538	116085	1	D	2	1	1285442	60.0	2005	39	73.51	4.31
73983	2261634	0	S	4	1	2562328	52.67	2006	44	57.8	94.46
49931	205861	0	S	2	1	552247	98.0	2003	45	60.99	13.97
6229	52640	0	D	4	1	73894	159.2	2010	154	95.73	27.4
13365	193634	0	D	1	0	1126380	90.95	2011	30	37.7	24.56
28715	271478	0	D	3	1	999346	81.95	2008	52	57.09	46.17
2709	741385	0	D	2	1	2893844	72.0	2007	45	46.37	13.49
43312	572003	0	S	6	1	1730426	112.95	2003	25	7.9	18.29
49529	60131	0	S	9	1	1093183	136.0	2006	63	123.98	18.49
35071	246413	0	D	2	1	1041902	59.95	2005	37	18.26	43.61
6438	913229	0	D	0	0	3184617	28.88	2009	30	44.24	13.94
34334	533299	1	D	7	1	17962	314.95	2012	70	78.64	103.94
75649	53156	0	S	7	1	1614256	125.0	2003	71	119.98	8.11
73065	60636	0	S	3	1	1850519	254.95	2004	50	180.72	18.49
79725	178095	0	S	11	1	5400538	85.95	2004	25	69.82	4.99
6587	540691	1	D	4	1	9396	232.6	2013	134	84.9	81.99
29008	293833	1	D	2	1	2764099	58.95	2005	37	53.99	12.46
31	251957	0	D	3	1	1728372	70.95	2009	47	7.47	4.0
17149	53907	0	D	10	1	61382	404.95	2009	40	216.38	62.79
16271	52399	1	D	3	1	16528	159.0	2009	350	84.11	18.99
33462	60988	0	D	3	1	130246	43.95	2004	46	75.81	44.48
62671	50189	0	S	5	1	203438	233.5	2008	82	26.68	58.4
29846	860475	0	D	5	1	70740	54.95	2011	171	37.98	27.92
46977	545616	0	S	3	1	115726	77.95	2011	29	7781.01	51.49
81639	191927	0	S	5	1	213608	8.25	2001	20	56.16	10.69
60095	922604	1	S	0	0	204233	60.0	1993	146	0.0	48.05
59843	259094	1	S	3	1	23142	82.9	2003	146	0.0	27.89
56385	385734	0	S	11	1	502132	82.95	2006	29	20.48	27.79
41077	105462	0	S	6	1	3767964	45.91	2008	17	132.94	44.19
69128	906646	0	S	5	1	342347	57.5	2015	22	50.38	46.11
20247	427187	0	D	1	0	646044	54.95	2009	47	41.84	17.01
81579	267843	0	S	3	1	177533	18.95	2005	74	13.93	17.98
3673	2253587	0	D	6	1	412781	12.48	2009	40	0.0	11.59
37262	869420	1	S	4	1	742701	218.67	2013	23	18.58	148.99
55205	367128	0	S	2	1	1521167	57.95	2007	44	14.77	13.98
64298	867905	1	S	2	1	95980	75.0	2014	46	52.47	43.99
60540	131856	0	S	2	1	74132	102.2	2004	44	87.89	57.41
15605	788250	1	D	2	1	2356770	175.95	2001	28	57.26	39.98
61541	112194	0	S	0	0	326382	161.0	2005	170	47.21	15.98
76885	864943	0	S	2	1	486288	44.99	2014	20	0.0	32.46
70167	682326	0	S	2	1	12353	28.0	2010	45	19.82	23.48
56487	526372	0	S	4	1	298692	41.95	2008	42	34.98	34.01
63863	626889	0	S	2	1	956254	48.0	2008	26	0.0	0.0
66083	530787	0	S	3	1	431514	54.0	2007	33	8.38	39.94
51011	51044	0	S	5	1	3287615	104.2	2000	34	82.21	10.99
64442	132253	0	S	1	0	282416	110.6	2007	50	0.0	73.95
74226	55738	0	S	5	1	1347832	84.06	2005	158	73.5	6.98
18234	50723	1	D	9	1	58699	45.06	2009	126	40.87	9.49
26192	254088	1	D	2	1	179691	156.95	2009	44	57.43	78.71
26197	181918	0	D	4	1	1508319	64.95	2005	55	36.98	14.98
9879	607939	0	D	8	1	403702	57.0	2006	44	31.38	13.46
68758	764989	0	S	2	1	1988888	42.95	2002	40	51.6	15.69
12022	143524	0	D	0	0	1533090	75.0	2011	23	27.79	94.02
64646	2866493	0	S	2	1	7739820	44.99	2003	22	34.99	8.98
62992	2696996	0	S	3	1	3679819	150.0	1994	18	74.89	61.15
66198	663987	0	S	2	1	85469	51.95	2013	24	34.32	35.8
60959	917295	0	S	4	1	3020149	33.98	2007	42	117.43	33.98
82779	278828	0	S	3	1	404563	67.95	2007	24	57.29	53.64
72275	132910	0	S	4	1	318704	79.4	2009	31	43.49	73.4
20293	717200	0	D	3	1	603603	125.33	2009	29	86.38	20.97
2711	1515880	0	D	1	0	1683349	100.0	2010	8	96.76	63.96
63902	655461	0	S	3	1	108381	45.0	2012	35	30.07	32.51
55321	2648300	0	S	4	1	1259591	26.95	1998	23	22.6	74.21
16551	119260	1	D	10	1	60465	249.8	2012	112	101.51	46.14
26332	148285	0	D	2	1	1321994	124.95	2005	22	72.57	53.99
24859	635301	0	D	1	0	293734	84.95	2005	23	51.67	52.91
9533	117978	0	D	2	1	605145	72.8	2006	25	40.64	10.97
5812	165874	1	D	1	0	506840	38.09	2008	60	221.65	76.97
59546	540713	0	S	1	0	62877	54.99	2012	103	10.71	33.74
15472	183563	0	D	2	1	2273581	78.95	2007	35	33.94	7.66
17493	538790	1	D	4	1	2668	268.25	2012	67	135.63	62.84
55614	60748	0	S	3	1	1928774	152.67	2005	41	43.98	16.23
60523	146745	0	S	1	0	402777	54.99	2011	99	30.01	53.77
19117	56017	0	D	8	1	38207	234.95	2010	67	126.81	96.69
52645	3022375	0	S	2	1	1046448	37.95	2001	9	29.19	89.56
738	423090	0	D	4	1	5888937	54.2	1997	23	24.53	6.49
35223	58248	0	D	6	1	187580	209.95	2010	42	103.03	18.98
80808	545848	0	S	2	1	276294	41.95	2012	31	35.84	33.92
76172	537919	0	S	3	1	809430	80.2	2003	35	138.19	7.84
19001	633847	1	D	4	1	398241	73.95	2012	27	63.49	64.33
4649	613836	0	D	1	0	627450	47.75	2006	34	106.49	5.87
2812	893533	0	D	1	0	2156476	75.0	2000	16	217.58	103.99
30176	560748	1	D	8	1	461054	93.8	2002	55	60.98	22.64
60559	714377	0	S	3	1	3194107	70.0	2001	24	35.66	9.12
24461	608474	1	D	9	1	1416077	178.95	2010	35	120.85	13.11
77171	867309	0	S	8	1	5461	96.95	2014	71	39.88	62.99
19291	1445589	0	D	3	1	3501071	121.0	2008	21	82.9	61.96
15763	625679	0	D	2	1	1027681	65.25	1986	26	41.11	46.48
84964	544235	0	S	9	1	84070	139.95	2013	44	25.74	59.26
40727	703355	0	S	2	1	1315753	42.0	2005	48	0.0	0.0
64331	865251	0	S	3	1	891719	62.95	2013	19	15.14	20.87
79816	540578	0	S	4	1	1093005	44.2	2010	35	11.9	28.99
62652	643915	0	S	2	1	382479	105.99	2010	21	9.64	31.46
889	55806	0	D	4	1	1266168	64.95	2007	90	39.99	5.16
47260	268302	0	S	3	1	420401	69.0	2009	20	34.99	59.71
78569	163179	0	S	4	1	218375	67.0	2011	44	42.34	36.19
47966	271041	0	S	5	1	1111733	46.0	2010	26	5.13	4.5
42582	300249	0	S	2	1	777033	62.0	2005	34	20.62	55.92
19379	2332140	0	D	0	0	3271493	125.5	1986	24	53.99	19.99
9091	54914	1	D	7	1	19660	80.6	2010	67	19.98	48.32
24966	61026	1	D	8	1	1046078	84.95	2005	80	69.52	17.99
6883	623453	0	D	9	1	380943	87.94	2011	69	184.08	41.89
81397	183349	0	S	0	0	1541316	19.95	2007	118	0.0	4.68
62851	555370	0	S	4	1	43829	112.95	1998	60	38.9	63.89
71004	584753	0	S	5	1	270703	209.08	1994	51	38.99	71.29
20269	53897	0	D	7	1	360673	16.98	2007	52	72.99	13.99
32964	167675	0	D	0	0	3480589	255.0	2000	15	173.98	159.6
18096	117682	0	D	3	1	144174	126.67	2005	28	60.99	51.09
14226	113564	1	D	9	1	228288	136.0	2005	48	111.85	41.95
52390	642464	0	S	2	1	6220733	275.0	2002	17	127.89	67.44
64383	776337	0	S	3	1	1083252	32.95	2010	34	22.92	10.99
59621	868460	0	S	3	1	94542	85.0	2014	22	71.13	70.83
50260	285220	0	S	8	1	2787032	64.45	2007	18	121.03	93.79
9868	111911	0	D	4	1	132614	14.91	2011	49	81.5	80.13
9545	538838	0	D	15	1	16307	86.0	2012	113	114.26	52.3
76938	288434	0	S	5	1	640669	79.0	2010	29	54.31	79.68
36299	878734	1	S	5	1	1328168	268.75	2012	11	162.87	218.98
84049	615407	1	S	4	1	39283	197.38	2011	73	46.95	210.78
13239	343991	0	D	3	1	674653	72.89	2005	30	130.97	102.11
21303	60512	1	D	5	1	104697	18.94	2007	85	118.57	9.27
4192	915014	0	D	11	1	1347421	63.08	2009	22	139.63	45.37
65135	531155	0	S	3	1	648484	42.95	2008	20	0.0	15.99
51784	52488	0	S	3	1	703713	77.95	2005	82	40.99	16.0
70110	865278	0	S	3	1	1354448	42.95	2011	31	0.0	23.09
58096	608568	0	S	8	1	2646112	77.95	2003	36	45.72	37.54
42243	2366671	0	S	6	1	2671276	44.0	1993	21	103.99	13.85
42569	2947130	0	S	3	1	2577171	44.95	2004	42	41.39	17.99
25099	697873	0	D	4	1	1033695	149.01	2007	12	123.73	73.61
83186	621286	0	S	3	1	31670	44.95	2012	52	23.21	26.4
82910	1476975	0	S	0	0	943326	35.95	2013	12	36.56	29.33
70795	3251541	0	S	2	1	945309	70.6	2000	40	0.0	51.98
66367	109455	0	S	8	1	1834282	23.94	2005	34	95.99	34.94
23361	849342	0	D	3	1	139465	123.33	1998	22	140.19	88.09
16535	52689	0	D	2	1	102700	43.99	2009	52	109.48	100.55
5556	51378	0	D	5	1	112077	200.95	2010	71	83.99	68.89
5361	120750	0	D	6	1	479300	220.0	2009	57	123.99	43.37
20938	592095	0	D	0	0	1030675	62.0	2009	23	46.34	26.49
80377	261565	0	S	4	1	2044259	42.94	1995	26	13.01	20.94
34383	765610	1	D	5	1	600395	112.95	2003	56	83.26	24.95
25100	477616	0	D	3	1	1414431	181.95	2007	87	50.99	12.99
47738	2094392	0	S	1	0	24197	10.99	2013	86	26.45	6.17
7622	50247	0	D	6	1	60411	125.2	2010	43	75.56	38.94
31529	626220	0	D	4	1	683802	92.4	2011	36	82.72	43.89
53599	2418591	0	S	2	1	5901434	85.0	2001	14	56.67	70.49
44454	860854	0	S	10	1	1105496	97.27	2012	16	70.78	148.99
57801	615214	1	S	1	0	105961	35.0	1999	114	21.36	6.49
75989	434829	0	S	6	1	713981	171.6	2008	25	72.5	217.85
7733	57145	1	D	3	1	134964	273.95	2003	69	115.97	22.1
48203	622652	1	S	12	1	442381	40.0	2010	46	38.06	13.36
25746	153845	1	D	8	1	199678	71.49	2006	104	53.96	23.98
66090	615220	0	S	8	1	178884	168.0	1992	67	99.92	38.99
63049	2429089	0	S	0	0	397981	63.0	1995	23	33.98	48.12
21367	116716	0	D	3	1	6274725	40.0	2005	23	105.11	23.98
2010	872464	0	D	1	0	2464423	83.5	1999	36	76.99	47.3
59694	909004	0	S	3	1	285138	65.0	2014	16	48.98	41.81
60517	647055	0	S	2	1	938655	54.99	2012	42	6.7	28.98
56743	617995	0	S	1	0	967008	71.99	2006	34	42.79	10.48
18810	541258	1	D	3	1	26505	13.99	2012	119	20.99	13.99
81337	621965	0	S	1	0	34173	49.95	2010	42	26.33	30.98
4978	57168	0	D	2	1	254403	46.95	2001	68	31.98	15.94
9184	618214	0	D	2	1	2493156	32.95	1990	25	36.69	9.99
76371	665259	0	S	2	1	94691	49.95	2012	27	0.0	0.0
5867	586772	1	D	3	1	259141	40.0	2007	95	33.98	29.97
77220	663274	0	S	3	1	32032	236.25	2013	33	38.44	86.14
7411	58195	1	D	8	1	523833	17.99	2006	35	153.89	15.99
46883	387473	0	S	2	1	1155379	94.95	2008	12	0.0	117.44
9798	266978	0	D	10	1	1348213	26.64	2008	18	73.93	20.18
30955	2564851	0	D	1	0	3579340	0.0	1965	25	41.93	130.89
64012	531528	0	S	2	1	276808	154.28	2004	34	28.1	72.47
10711	639185	0	D	0	0	1470545	89.75	2010	24	92.68	33.49
14607	121274	0	D	8	1	63166	181.8	2011	69	158.8	62.39
71067	271047	0	S	12	1	1323775	42.0	2011	69	4.22	7.99
27195	420570	0	D	6	1	69194	146.4	2004	43	72.5	53.63
82	682967	1	D	0	0	1313634	20.5	2003	52	36.27	14.99
82061	157318	0	S	2	1	272952	61.95	2007	20	0.0	26.97
4322	179182	0	D	2	1	1455497	268.95	2009	19	64.46	32.04
33306	919039	0	D	3	1	2122557	45.0	2006	41	42.66	15.94
16433	118963	0	D	10	1	605927	130.2	2008	70	58.43	7.63
64659	629902	0	S	2	1	334486	99.0	2010	20	0.0	0.0
17487	436745	0	D	11	1	318209	330.95	2008	78	181.91	9.69
5697	905017	0	D	0	0	7641288	46.95	2004	16	56.94	41.81
5705	698588	1	D	5	1	3755053	94.2	2003	13	199.97	77.55
25558	542294	1	D	7	1	628711	25.95	2008	19	173.97	13.65
893	50347	0	D	12	1	282164	18.96	2009	163	6.39	17.94
20344	625925	0	D	2	1	226178	160.0	1990	26	41.89	48.43
59208	649038	0	S	2	1	214308	35.95	2009	15	0.0	22.49
35856	132652	1	D	1	0	191288	66.67	2009	56	65.45	33.99
72383	252759	0	S	1	0	94851	128.31	2010	58	0.0	95.36
46249	200594	0	S	5	1	1262066	79.95	2010	22	0.0	127.73
77709	132718	1	S	1	0	1469544	129.0	2010	48	80.99	18.79
69596	619039	0	S	2	1	428587	45.6	2001	35	0.0	0.0
79464	882273	0	S	3	1	5480736	56.95	1996	15	54.09	81.96
34686	631840	0	D	3	1	93536	89.0	2003	35	106.99	117.61
49169	637376	0	S	2	1	372063	97.67	2001	39	52.19	119.67
80342	525793	0	S	9	1	822664	84.75	2012	21	12.79	57.38
30205	877249	1	D	7	1	409302	79.57	2011	25	67.74	44.26
45071	625604	0	S	3	1	417270	89.95	2013	32	45.24	65.45
36635	212839	0	S	0	0	835664	59.95	1995	27	0.0	47.42
32637	244252	0	D	4	1	253982	99.95	2012	93	45.87	38.85
25325	276606	0	D	2	1	350189	52.5	2008	83	38.88	23.98
56043	1767787	0	S	0	0	771118	27.99	2012	40	5.1	16.94
25953	698691	0	D	2	1	5542613	69.46	2010	17	89.69	43.98
37274	2912412	0	S	2	1	3365878	183.82	2005	11	58.82	130.66
24031	294147	1	D	5	1	820791	82.95	2005	47	25.99	21.99
77617	862258	0	S	2	1	870453	79.99	2014	21	41.98	49.25
32846	2947095	0	D	1	0	3891965	38.95	2005	17	31.71	33.97
75294	127263	0	S	4	1	1266079	49.95	2003	36	43.69	45.4
25730	868067	1	D	1	0	2684240	19.2	1995	34	46.17	21.7
11166	148313	1	D	4	1	202777	466.95	2006	59	222.48	73.98
52768	561729	1	S	5	1	41417	99.95	2012	120	36.33	58.97
61768	864583	0	S	6	1	3064	53.99	2014	51	38.13	40.49
59970	131060	1	S	6	1	1875724	123.0	2011	20	109.02	18.94
63502	534037	0	S	3	1	2327627	72.95	2003	55	39.59	7.76
83860	609591	0	S	6	1	804113	201.95	2010	48	35.04	64.08
77153	609494	0	S	2	1	1724158	114.0	2007	18	25.76	45.37
83563	1482860	0	S	3	1	65018	116.67	2012	30	0.0	73.99
12616	626218	0	D	6	1	71546	159.79	2011	57	40.34	23.1
950	199893	0	D	2	1	1472044	0.0	2004	46	38.58	26.16
60494	261227	1	S	4	1	26868	24.95	2005	254	18.91	11.94
84924	298274	0	S	0	0	465514	44.95	2007	28	0.0	19.84
3463	2680308	0	D	0	0	7142733	96.5	1991	18	132.68	53.51
66260	162894	0	S	2	1	218638	90.0	2011	27	55.18	65.26
27461	609741	0	D	3	1	1619799	47.95	2006	47	18.75	14.98
67545	904512	0	S	4	1	947914	44.8	2012	13	0.0	32.9
57936	629424	0	S	0	0	603484	59.99	2005	55	245.47	48.09
81982	529650	0	S	3	1	59287	44.95	2012	56	31.47	35.53
68427	132613	0	S	5	1	309904	170.8	2008	33	33.98	54.68
53080	802730	0	S	6	1	783018	49.99	2011	20	4.99	5.88
53259	143345	0	S	3	1	6245913	101.5	1997	13	148.99	48.99
36232	596669	0	S	1	0	2937915	34.95	1998	25	38.98	64.61
2407	915440	0	D	7	1	367818	22.64	2012	25	203.99	27.84
7568	647318	0	D	5	1	523494	146.67	2010	21	138.19	68.43
68103	130245	0	S	2	1	586704	123.0	1997	36	5.28	58.99
30817	276638	1	D	1	0	1084308	30.12	2006	35	55.89	33.99
75032	916071	0	S	2	1	161665	49.99	2014	32	26.98	8.75
20579	166806	0	D	2	1	2443901	12.99	2006	30	68.08	12.93
66651	893259	0	S	3	1	254207	40.0	2014	16	52.48	40.0
16895	193597	0	D	6	1	1118227	152.0	2008	74	126.59	15.99
3489	918953	0	D	5	1	3742448	46.2	2001	31	20.79	39.97
23197	504091	0	D	0	0	4741567	259.0	2007	16	131.3	78.78
24419	919665	0	D	1	0	1843565	40.95	2001	37	28.99	32.08
62349	557218	0	S	1	0	1223282	32.0	2004	30	127.23	23.93
4937	50351	0	D	11	1	670291	239.93	2011	45	113.99	18.44
9049	537881	0	D	12	1	372319	23.06	2007	53	88.41	58.98
72563	528395	0	S	6	1	2455265	110.0	2009	13	55.8	83.47
59585	3123748	1	S	3	1	1716388	57.0	1999	22	73.83	20.76
54033	661052	1	S	8	1	617401	83.78	2012	31	105.16	73.99
5233	533507	0	D	7	1	803092	238.95	2009	31	87.99	51.94
23076	3072491	0	D	3	1	2175840	34.95	2004	22	25.69	12.98
32441	54676	0	D	2	1	392797	209.95	2008	70	69.84	41.93
38672	162856	0	S	4	1	66558	34.95	2009	38	13.97	22.68
32249	537911	0	D	2	1	1557917	74.95	2004	60	45.05	9.14
18691	200518	0	D	7	1	443502	149.95	2008	86	81.28	12.99
24592	592323	1	D	1	0	1180197	78.95	2008	81	44.96	7.99
53926	1657936	1	S	3	1	3550031	75.41	2010	16	52.41	62.85
57314	346428	0	S	12	1	5246197	86.95	2009	10	111.57	110.45
78330	526438	0	S	3	1	504100	83.95	2010	19	80.42	68.83
13377	52347	1	D	14	1	848677	345.95	2009	125	177.3	14.94
76673	1982553	0	S	3	1	184305	45.95	2014	16	30.88	37.76
44759	896888	0	S	4	1	1121333	132.95	2010	25	48.98	67.09
30231	749559	0	D	1	0	476245	52.0	2009	39	101.48	22.4
26679	235200	0	D	0	0	4328750	259.0	2003	12	127.28	72.06
68629	710214	0	S	5	1	3221152	83.0	1999	32	18.98	24.46
12219	658954	0	D	2	1	989721	238.0	2004	18	145.99	226.98
4916	877036	0	D	0	0	383467	138.25	2011	26	91.56	82.19
15142	115570	0	D	0	0	1430367	79.2	2004	34	61.86	21.99
28032	57626	1	D	5	1	97532	413.95	2008	163	105.48	21.6
9902	52864	1	D	3	1	640379	157.4	2007	66	51.89	7.99
64721	632060	1	S	2	1	102995	38.95	2013	50	14.97	27.99
26053	1867870	0	D	1	0	669778	87.95	2011	41	63.98	67.09
27657	248124	0	D	4	1	47753	117.0	2010	73	79.26	16.95
28780	561920	1	D	8	1	1928861	228.95	2004	33	123.65	29.2
8367	54766	0	D	6	1	671502	300.95	2008	40	176.41	33.99
71540	104389	1	S	2	1	1060706	77.5	2000	18	26.94	53.17
53690	192078	0	S	6	1	184526	87.98	2006	35	0.0	0.0
31822	54243	0	D	21	1	76272	42.95	2009	318	24.33	9.49
41893	187958	0	S	3	1	545810	79.95	1999	15	4.0	76.87
18803	3461956	0	D	2	1	3726675	79.95	2007	24	46.79	23.99
67138	391206	0	S	2	1	361788	55.0	1996	25	0.0	51.38
30969	794454	0	D	3	1	2224703	69.95	2007	15	58.85	33.98
80940	865225	0	S	3	1	268864	50.0	2014	18	28.93	29.44
4759	620748	0	D	4	1	58251	34.27	2011	60	58.95	58.53
29543	597958	0	D	3	1	1628489	29.95	2004	28	42.81	22.82
