SKU	PRED	PRED_CLASS
1787001	0.01	0
193345	0.49	1
2165428	0.254	0
880351	0.072	0
1781166	0.012	0
571676	0.148	0
2104076	0.114	0
552791	0.31	0
145238	0.084	0
258438	0.056	0
156903	0.108	0
899949	0.042	0
245004	0.302	0
549666	0.044	0
144302	0.042	0
806957	0.084	0
60033	0.22	0
288509	0.042	0
163456	0.174	0
2025214	0.126	0
292175	0.446	1
193625	0.482	1
622144	0.146	0
200598	0.102	0
170162	0.248	0
125949	0.204	0
642886	0.058	0
121209	0.464	1
2648771	0.042	0
127350	0.148	0
293059	0.528	1
633339	0.136	0
555170	0.166	0
53771	0.718	1
869710	0.082	0
288285	0.396	0
664415	0.122	0
60376	0.35	0
917816	0.36	0
910963	0.068	0
180747	0.104	0
859768	0.198	0
778245	0.268	0
110966	0.122	0
53620	0.678	1
252656	0.448	1
649822	0.162	0
528159	0.444	1
184496	0.11	0
114622	0.286	0
119040	0.032	0
56195	0.112	0
1459024	0.012	0
861714	0.036	0
52868	0.03	0
254087	0.222	0
530241	0.134	0
622766	0.056	0
701351	0.102	0
526264	0.084	0
614402	0.702	1
534742	0.054	0
467428	0.264	0
146939	0.054	0
1725061	0.192	0
2339966	0.256	0
222292	0.342	0
858928	0.672	1
164050	0.052	0
1473945	0.032	0
561562	0.176	0
800876	0.042	0
347540	0.016	0
547932	0.146	0
3474811	0.084	0
643008	0.046	0
226496	0.042	0
552341	0.682	1
51880	0.362	0
619625	0.048	0
663507	0.034	0
538678	0.15	0
826264	0.212	0
624339	0.182	0
245262	0.068	0
528819	0.276	0
609797	0.032	0
721558	0.04	0
1633901	0.028	0
615630	0.034	0
739352	0.042	0
2599543	0.032	0
177207	0.404	0
541855	0.084	0
2631451	0.096	0
1480948	0.12	0
530074	0.262	0
241539	0.052	0
553132	0.466	1
259438	0.092	0
163480	0.112	0
116134	0.216	0
172402	0.102	0
1448165	0.184	0
52990	0.272	0
743761	0.12	0
860160	0.03	0
534019	0.09	0
743134	0.08	0
592934	0.374	0
2326887	0.122	0
248262	0.09	0
201779	0.07	0
428536	0.086	0
2647018	0.082	0
915302	0.14	0
775321	0.036	0
660974	0.094	0
537837	0.342	0
294167	0.048	0
143187	0.07	0
51748	0.212	0
661280	0.076	0
142933	0.064	0
1477866	0.022	0
54412	0.324	0
114315	0.336	0
540421	0.176	0
178916	0.224	0
244026	0.286	0
101378	0.126	0
539182	0.196	0
525326	0.402	0
173904	0.018	0
546204	0.022	0
536325	0.042	0
253887	0.35	0
298246	0.188	0
743467	0.14	0
230286	0.206	0
634331	0.25	0
696726	0.328	0
628758	0.014	0
110021	0.43	0
297872	0.63	1
54755	0.07	0
910365	0.118	0
54232	0.62	1
416577	0.438	1
182690	0.078	0
651733	0.054	0
534662	0.134	0
132822	0.244	0
144358	0.316	0
2570018	0.024	0
502894	0.138	0
119726	0.014	0
619111	0.774	1
532805	0.204	0
227547	0.194	0
204151	0.304	0
154061	0.834	1
547309	0.026	0
803873	0.084	0
252608	0.16	0
877204	0.116	0
55057	0.04	0
212499	0.092	0
529950	0.098	0
620739	0.166	0
530461	0.124	0
135524	0.062	0
3634951	0.038	0
268769	0.152	0
54774	0.306	0
538771	0.712	1
533761	0.298	0
428425	0.24	0
1623363	0.074	0
193684	0.52	1
621000	0.612	1
861002	0.072	0
169672	0.136	0
639186	0.134	0
54242	0.426	0
830197	0.134	0
246507	0.028	0
859494	0.112	0
715242	0.346	0
127634	0.024	0
607339	0.314	0
525076	0.114	0
709928	0.186	0
592749	0.086	0
2595616	0.19	0
561214	0.086	0
778959	0.182	0
612433	0.08	0
415834	0.19	0
145009	0.168	0
878146	0.498	1
630870	0.018	0
200597	0.218	0
639686	0.28	0
2918888	0.03	0
203365	0.064	0
626378	0.182	0
2340142	0.066	0
57685	0.012	0
254187	0.21	0
296196	0.002	0
713909	0.12	0
248447	0.432	1
526642	0.142	0
1908476	0.016	0
531119	0.186	0
832478	0.052	0
106736	0.312	0
515010	0.06	0
917819	0.104	0
196553	0.024	0
880479	0.11	0
2304770	0.048	0
652020	0.104	0
255771	0.088	0
645994	0.014	0
2178503	0.046	0
776173	0.072	0
154911	0.104	0
53787	0.392	0
178149	0.256	0
121265	0.284	0
146679	0.12	0
659634	0.096	0
2658973	0.05	0
525954	0.098	0
640707	0.112	0
143435	0.06	0
274627	0.082	0
183687	0.368	0
129451	0.06	0
56571	0.108	0
1682704	0.084	0
60436	0.356	0
532819	0.302	0
2774881	0.13	0
877308	0.396	0
2120056	0.04	0
55441	0.28	0
788231	0.064	0
873435	0.244	0
1867783	0.05	0
253986	0.22	0
127593	0.566	1
56506	0.296	0
542750	0.054	0
887699	0.15	0
528687	0.534	1
864662	0.108	0
164187	0.056	0
532995	0.054	0
178752	0.042	0
2261134	0.122	0
525803	0.266	0
232794	0.258	0
2604181	0.096	0
870606	0.186	0
169759	0.462	1
533120	0.076	0
705351	0.028	0
610054	0.118	0
245106	0.13	0
115458	0.048	0
1444545	0.086	0
52521	0.264	0
183611	0.198	0
1467565	0.264	0
263813	0.216	0
641469	0.18	0
136420	0.512	1
627819	0.276	0
555703	0.14	0
616225	0.052	0
531354	0.036	0
533949	0.364	0
182369	0.18	0
551161	0.356	0
153333	0.064	0
1521055	0.078	0
759617	0.522	1
207219	0.414	0
169527	0.116	0
525696	0.108	0
1780794	0.038	0
630539	0.268	0
537696	0.572	1
265157	0.188	0
625692	0.098	0
100818	0.084	0
529721	0.148	0
256290	0.112	0
56977	0.328	0
623369	0.066	0
243998	0.864	1
287539	0.21	0
125875	0.308	0
644494	0.1	0
552220	0.138	0
770557	0.348	0
875061	0.082	0
629949	0.024	0
348693	0.02	0
57932	0.23	0
200146	0.382	0
116946	0.06	0
616080	0.412	0
635702	0.046	0
767268	0.05	0
177505	0.09	0
246580	0.202	0
253848	0.066	0
224536	0.018	0
627257	0.018	0
797567	0.122	0
248449	0.58	1
905259	0.092	0
617857	0.236	0
802574	0.034	0
50300	0.228	0
116173	0.432	1
544530	0.15	0
293281	0.558	1
3071053	0.044	0
110553	0.256	0
639887	0.566	1
55241	0.32	0
191497	0.272	0
531655	0.806	1
55438	0.33	0
798153	0.102	0
246609	0.062	0
254022	0.138	0
633734	0.242	0
2392434	0.024	0
552222	0.27	0
51609	0.54	1
878593	0.052	0
542041	0.504	1
389412	0.072	0
1657827	0.022	0
1436542	0.016	0
609323	0.06	0
2160415	0.236	0
2722731	0.026	0
723160	0.054	0
608080	0.194	0
871938	0.232	0
527948	0.03	0
143291	0.008	0
637357	0.018	0
50632	0.384	0
607010	0.074	0
380535	0.42	0
2604254	0.142	0
143394	0.172	0
125730	0.212	0
101203	0.024	0
116321	0.174	0
270089	0.26	0
916821	0.044	0
60382	0.38	0
109903	0.054	0
565827	0.094	0
108938	0.104	0
55028	0.474	1
252907	0.112	0
133410	0.694	1
561392	0.098	0
52728	0.518	1
2157603	0.312	0
300844	0.118	0
116294	0.12	0
737556	0.178	0
2540406	0.04	0
145281	0.218	0
521051	0.434	1
609089	0.066	0
896875	0.01	0
607222	0.144	0
3775934	0.046	0
254000	0.156	0
2097986	0.02	0
148390	0.022	0
609231	0.24	0
637073	0.434	1
2905141	0.074	0
904267	0.034	0
873254	0.092	0
169144	0.248	0
254494	0.078	0
876259	0.04	0
386972	0.026	0
914996	0.084	0
580439	0.058	0
881836	0.182	0
202275	0.284	0
253830	0.514	1
614066	0.134	0
57896	0.276	0
639252	0.014	0
2575532	0.044	0
55408	0.166	0
864765	0.178	0
147406	0.022	0
618374	0.606	1
888209	0.166	0
190803	0.264	0
613861	0.072	0
531372	0.042	0
667220	0.35	0
615194	0.412	0
608764	0.058	0
245213	0.168	0
196720	0.04	0
632255	0.18	0
665082	0.002	0
612082	0.046	0
183527	0.232	0
114227	0.052	0
609422	0.112	0
877281	0.142	0
366725	0.14	0
728590	0.06	0
50666	0.24	0
205993	0.224	0
2154519	0.122	0
868183	0.146	0
144383	0.054	0
657854	0.02	0
54409	0.296	0
627837	0.602	1
632133	0.092	0
626328	0.072	0
807067	0.178	0
193524	0.234	0
109182	0.276	0
880561	0.31	0
294035	0.196	0
591943	0.028	0
167185	0.056	0
867801	0.184	0
687754	0.14	0
568313	0.016	0
116054	0.37	0
148773	0.456	1
525713	0.134	0
542653	0.058	0
125666	0.1	0
247881	0.23	0
737971	0.056	0
561636	0.196	0
248768	0.116	0
169657	0.346	0
178625	0.07	0
546802	0.61	1
169199	0.312	0
895197	0.024	0
155655	0.418	0
183501	0.186	0
544590	0.672	1
105454	0.07	0
286469	0.53	1
111195	0.064	0
645299	0.018	0
213060	0.06	0
813008	0.132	0
143287	0.262	0
917032	0.138	0
623854	0.032	0
526755	0.608	1
379353	0.074	0
262739	0.024	0
2663811	0.038	0
525931	0.094	0
616193	0.114	0
284936	0.114	0
525729	0.062	0
705906	0.206	0
1438374	0.134	0
1591742	0.072	0
621313	0.08	0
912455	0.082	0
3465093	0.118	0
146022	0.068	0
2572833	0.174	0
703706	0.188	0
258477	0.27	0
213090	0.068	0
542225	0.18	0
532023	0.144	0
1437134	0.19	0
560713	0.054	0
560736	0.214	0
794611	0.202	0
170047	0.236	0
564047	0.09	0
2675277	0.042	0
539599	0.166	0
1468243	0.052	0
132567	0.276	0
131442	0.196	0
880658	0.132	0
58011	0.59	1
289608	0.13	0
162389	0.5	1
643674	0.042	0
571316	0.378	0
914057	0.072	0
664142	0.338	0
543717	0.054	0
420502	0.076	0
867759	0.044	0
2027792	0.044	0
50801	0.194	0
619720	0.09	0
204111	0.216	0
57847	0.134	0
52273	0.42	0
600521	0.272	0
737518	0.05	0
821479	0.222	0
527090	0.04	0
194184	0.182	0
714268	0.256	0
51253	0.312	0
506053	0.098	0
267502	0.584	1
55444	0.232	0
120193	0.032	0
762493	0.014	0
921659	0.124	0
611263	0.668	1
117965	0.27	0
53168	0.316	0
293898	0.192	0
3547272	0.074	0
427067	0.01	0
540282	0.154	0
340062	0.018	0
128799	0.09	0
2334967	0.07	0
867221	0.146	0
557660	0.748	1
775145	0.106	0
619912	0.09	0
109503	0.1	0
536345	0.272	0
270994	0.074	0
567410	0.098	0
268464	0.154	0
637222	0.064	0
573532	0.036	0
624378	0.082	0
533685	0.274	0
204021	0.13	0
612243	0.516	1
3619902	0.128	0
51332	0.144	0
866662	0.186	0
567658	0.4	0
257504	0.122	0
2134219	0.058	0
906606	0.072	0
290883	0.168	0
557322	0.09	0
141227	0.076	0
665433	0.042	0
1517775	0.226	0
607344	0.062	0
2027804	0.262	0
879384	0.308	0
867196	0.262	0
235136	0.098	0
51708	0.484	1
218036	0.048	0
2579807	0.066	0
664400	0.202	0
542936	0.064	0
177823	0.244	0
110451	0.342	0
127148	0.132	0
269961	0.062	0
2079869	0.032	0
244376	0.236	0
912285	0.096	0
744248	0.088	0
54263	0.164	0
141776	0.476	1
277991	0.05	0
50602	0.466	1
1890603	0.124	0
55087	0.39	0
52621	0.5	1
561229	0.34	0
910814	0.08	0
119251	0.222	0
177372	0.028	0
53936	0.09	0
330824	0.27	0
743831	0.05	0
718549	0.074	0
60835	0.484	1
527440	0.236	0
770549	0.128	0
666654	0.058	0
642931	0.04	0
120347	0.442	1
152126	0.178	0
1595023	0.168	0
897283	0.096	0
202369	0.226	0
1471168	0.032	0
244306	0.102	0
901569	0.068	0
132552	0.094	0
616997	0.05	0
51015	0.24	0
607931	0.354	0
614282	0.266	0
548337	0.29	0
451786	0.204	0
53818	0.396	0
112321	0.412	0
567747	0.186	0
446845	0.148	0
831540	0.266	0
904304	0.068	0
145685	0.392	0
660666	0.434	1
872598	0.122	0
176860	0.322	0
641666	0.012	0
108718	0.134	0
148345	0.108	0
147470	0.282	0
667234	0.132	0
194039	0.04	0
2475018	0.068	0
213055	0.004	0
582340	0.132	0
861315	0.142	0
539810	0.074	0
113536	0.024	0
172230	0.068	0
143040	0.238	0
774760	0.282	0
58312	0.482	1
247984	0.44	1
144411	0.328	0
285949	0.436	1
254023	0.07	0
551868	0.094	0
594694	0.106	0
147182	0.038	0
699145	0.096	0
587297	0.1	0
246423	0.14	0
871366	0.084	0
128374	0.062	0
126022	0.044	0
560056	0.232	0
788551	0.056	0
52588	0.508	1
129324	0.16	0
527298	0.032	0
737503	0.166	0
868118	0.272	0
2248368	0.214	0
1468536	0.006	0
57341	0.036	0
793117	0.024	0
905765	0.194	0
598957	0.052	0
526912	0.284	0
764659	0.066	0
543351	0.116	0
205531	0.026	0
55766	0.08	0
57838	0.204	0
58322	0.104	0
763745	0.056	0
3604374	0.138	0
902235	0.174	0
853013	0.062	0
101316	0.184	0
238314	0.11	0
288265	0.212	0
613169	0.076	0
393722	0.042	0
204092	0.674	1
57876	0.096	0
433355	0.16	0
313431	0.014	0
740281	0.142	0
121492	0.072	0
904677	0.02	0
1936185	0.17	0
1575418	0.03	0
52989	0.22	0
1538200	0.02	0
614493	0.042	0
655079	0.028	0
906504	0.048	0
182864	0.124	0
629534	0.018	0
2261359	0.176	0
109874	0.078	0
538543	0.518	1
528018	0.042	0
298134	0.022	0
299164	0.048	0
299048	0.182	0
629510	0.278	0
2346619	0.022	0
569248	0.112	0
1518211	0.2	0
199557	0.028	0
721007	0.088	0
617400	0.124	0
1891047	0.082	0
495599	0.302	0
50279	0.252	0
667097	0.132	0
530342	0.39	0
108100	0.054	0
616211	0.396	0
111116	0.386	0
2525268	0.084	0
218991	0.01	0
201657	0.018	0
2333796	0.12	0
576120	0.08	0
52138	0.032	0
526413	0.06	0
2591117	0.06	0
159416	0.468	1
199203	0.142	0
307842	0.048	0
901495	0.072	0
622192	0.058	0
646407	0.068	0
569822	0.024	0
657862	0.038	0
55899	0.312	0
571866	0.11	0
637316	0.13	0
288293	0.016	0
366575	0.2	0
101389	0.072	0
132666	0.622	1
1871391	0.028	0
908737	0.08	0
616496	0.14	0
899103	0.03	0
499548	0.238	0
50721	0.182	0
2648111	0.19	0
367118	0.14	0
60695	0.134	0
485650	0.182	0
897316	0.006	0
618296	0.178	0
51184	0.458	1
630013	0.084	0
902226	0.158	0
110459	0.468	1
607747	0.064	0
884180	0.034	0
129307	0.11	0
111985	0.072	0
50039	0.426	0
529047	0.042	0
876050	0.338	0
125721	0.178	0
2770413	0.472	1
638335	0.038	0
54070	0.452	1
54975	0.42	0
665007	0.116	0
608700	0.082	0
637127	0.036	0
914539	0.082	0
903159	0.006	0
286297	0.378	0
901177	0.21	0
2364169	0.162	0
625111	0.088	0
202411	0.312	0
758385	0.056	0
2748898	0.14	0
638631	0.006	0
56995	0.24	0
293890	0.496	1
286098	0.044	0
146427	0.394	0
501042	0.022	0
212385	0.086	0
143681	0.094	0
608785	0.284	0
51227	0.538	1
307810	0.166	0
147818	0.116	0
701158	0.108	0
654256	0.028	0
826079	0.146	0
193464	0.094	0
528169	0.116	0
2527946	0.148	0
564867	0.13	0
530637	0.008	0
144301	0.26	0
54511	0.378	0
2415697	0.048	0
528823	0.402	0
868422	0.094	0
60639	0.188	0
859682	0.014	0
2549467	0.054	0
909383	0.124	0
875255	0.124	0
1768994	0.022	0
737974	0.022	0
106711	0.012	0
633361	0.094	0
60596	0.336	0
607924	0.114	0
664439	0.03	0
625030	0.276	0
50780	0.146	0
567540	0.158	0
543804	0.526	1
2491497	0.03	0
2905968	0.144	0
904841	0.034	0
609525	0.034	0
235122	0.232	0
530057	0.154	0
278053	0.508	1
545803	0.546	1
132348	0.226	0
527990	0.358	0
1623262	0.08	0
117229	0.142	0
177172	0.13	0
874255	0.124	0
54552	0.28	0
761185	0.264	0
3066246	0.112	0
60292	0.464	1
132509	0.474	1
623481	0.098	0
179158	0.152	0
529687	0.29	0
891184	0.222	0
901136	0.066	0
108385	0.372	0
553514	0.28	0
1463561	0.19	0
269967	0.196	0
177221	0.218	0
900035	0.056	0
2370080	0.164	0
112309	0.318	0
50427	0.132	0
626700	0.362	0
595227	0.274	0
61094	0.242	0
907871	0.48	1
183009	0.286	0
109291	0.058	0
797703	0.106	0
646683	0.018	0
628448	0.028	0
177307	0.21	0
914994	0.192	0
441524	0.078	0
120739	0.462	1
2367149	0.052	0
545654	0.006	0
525752	0.224	0
1452111	0.04	0
613339	0.028	0
2737643	0.008	0
610155	0.382	0
606675	0.116	0
51960	0.22	0
258460	0.388	0
609366	0.108	0
426899	0.046	0
875711	0.442	1
352053	0.134	0
525970	0.208	0
661499	0.142	0
2205734	0.064	0
178710	0.032	0
917914	0.258	0
870890	0.422	0
654798	0.182	0
249925	0.292	0
50777	0.268	0
539158	0.06	0
106695	0.042	0
624122	0.324	0
261938	0.1	0
537159	0.214	0
546777	0.038	0
889610	0.03	0
774505	0.112	0
1702073	0.042	0
232613	0.024	0
622121	0.136	0
244235	0.45	1
633321	0.102	0
698820	0.076	0
530755	0.468	1
116962	0.226	0
867130	0.056	0
538220	0.174	0
118571	0.042	0
105395	0.038	0
52669	0.32	0
873853	0.028	0
225798	0.154	0
255753	0.12	0
561723	0.076	0
2274607	0.128	0
920720	0.114	0
51352	0.628	1
875264	0.288	0
130334	0.728	1
421977	0.566	1
609536	0.146	0
2664552	0.04	0
492172	0.47	1
245254	0.124	0
51977	0.48	1
56387	0.562	1
223493	0.07	0
609255	0.026	0
867204	0.08	0
918714	0.09	0
101437	0.192	0
2398588	0.028	0
561264	0.552	1
55867	0.068	0
57680	0.09	0
615739	0.366	0
107404	0.058	0
56234	0.19	0
608799	0.118	0
221767	0.064	0
154010	0.218	0
545252	0.22	0
904565	0.102	0
595505	0.028	0
114687	0.066	0
867977	0.188	0
262771	0.06	0
649491	0.268	0
53016	0.288	0
50988	0.128	0
545851	0.316	0
417332	0.574	1
183693	0.07	0
742765	0.064	0
129409	0.016	0
609924	0.428	0
643349	0.046	0
50012	0.518	1
594431	0.044	0
3054304	0.006	0
609945	0.622	1
177987	0.24	0
3066749	0.03	0
115598	0.416	0
60307	0.112	0
583571	0.048	0
286430	0.08	0
205453	0.234	0
158314	0.302	0
1745597	0.046	0
60082	0.492	1
765601	0.198	0
2342571	0.346	0
3131526	0.064	0
841185	0.222	0
262768	0.034	0
51852	0.084	0
868528	0.114	0
2384300	0.03	0
2079754	0.156	0
222285	0.098	0
193683	0.084	0
620809	0.026	0
532922	0.276	0
879771	0.116	0
623459	0.126	0
2387463	0.294	0
162870	0.208	0
213233	0.068	0
904904	0.034	0
618005	0.164	0
169791	0.296	0
3829802	0.18	0
117622	0.332	0
110161	0.43	0
262738	0.142	0
734466	0.032	0
229513	0.108	0
301030	0.124	0
158207	0.038	0
556604	0.034	0
630048	0.01	0
561340	0.106	0
56938	0.05	0
173708	0.072	0
629999	0.096	0
200336	0.308	0
153882	0.048	0
911112	0.224	0
60207	0.044	0
658174	0.118	0
644627	0.012	0
573163	0.142	0
539868	0.012	0
921459	0.212	0
890585	0.044	0
60814	0.156	0
2167491	0.062	0
632095	0.54	1
1434758	0.038	0
610449	0.358	0
542137	0.15	0
578978	0.274	0
617140	0.32	0
114706	0.036	0
500164	0.064	0
576947	0.092	0
2435001	0.054	0
286133	0.03	0
137463	0.098	0
126770	0.146	0
54043	0.18	0
538013	0.184	0
558406	0.2	0
193693	0.268	0
191833	0.176	0
51430	0.468	1
1456112	0.03	0
533674	0.21	0
312386	0.072	0
200425	0.194	0
52002	0.108	0
612729	0.54	1
284290	0.054	0
869502	0.268	0
108470	0.026	0
273331	0.148	0
165021	0.086	0
163952	0.064	0
545305	0.174	0
1464163	0.03	0
245191	0.33	0
917549	0.116	0
890931	0.008	0
251103	0.242	0
154065	0.198	0
386738	0.08	0
624096	0.048	0
715235	0.078	0
262281	0.036	0
54329	0.368	0
635076	0.094	0
621057	0.118	0
166694	0.144	0
2098003	0.034	0
868311	0.108	0
52518	0.27	0
177651	0.052	0
253947	0.634	1
2302641	0.188	0
58282	0.196	0
633426	0.086	0
175070	0.146	0
54937	0.146	0
763166	0.136	0
118161	0.444	1
260020	0.564	1
1956577	0.538	1
525107	0.054	0
50024	0.176	0
148373	0.05	0
137533	0.192	0
428596	0.122	0
258366	0.112	0
347185	0.104	0
868301	0.066	0
153825	0.374	0
170110	0.692	1
633199	0.046	0
2586183	0.076	0
51810	0.182	0
176576	0.218	0
704614	0.12	0
1463000	0.116	0
53594	0.248	0
2829208	0.06	0
106338	0.018	0
270059	0.214	0
117896	0.132	0
53922	0.254	0
451799	0.37	0
120618	0.138	0
875667	0.3	0
127326	0.15	0
775965	0.182	0
114898	0.354	0
196635	0.108	0
879156	0.304	0
698160	0.042	0
268215	0.186	0
203450	0.07	0
166889	0.272	0
654844	0.196	0
1826382	0.382	0
881907	0.144	0
742602	0.148	0
531360	0.028	0
162638	0.144	0
543768	0.104	0
538816	0.496	1
126895	0.108	0
649698	0.058	0
247679	0.104	0
249024	0.346	0
715073	0.054	0
193685	0.472	1
301032	0.144	0
608876	0.04	0
118492	0.382	0
284971	0.014	0
170120	0.162	0
915304	0.076	0
608919	0.51	1
680700	0.384	0
226011	0.038	0
626667	0.248	0
2314187	0.09	0
616950	0.068	0
628651	0.066	0
182894	0.054	0
109653	0.494	1
183327	0.096	0
127490	0.174	0
51654	0.386	0
550110	0.504	1
142864	0.052	0
912449	0.526	1
316550	0.154	0
518632	0.134	0
544266	0.338	0
531864	0.422	0
111620	0.388	0
404411	0.088	0
621993	0.258	0
876491	0.1	0
632586	0.084	0
296077	0.38	0
534415	0.502	1
2551059	0.01	0
248112	0.132	0
1651331	0.118	0
788036	0.07	0
106525	0.064	0
747769	0.282	0
914095	0.052	0
872246	0.038	0
742872	0.306	0
912190	0.11	0
874945	0.1	0
178011	0.042	0
560046	0.406	0
537544	0.338	0
852954	0.104	0
561232	0.094	0
618266	0.366	0
133198	0.186	0
183606	0.07	0
202402	0.254	0
127513	0.1	0
913323	0.026	0
2336174	0.012	0
402496	0.048	0
636836	0.03	0
329962	0.034	0
543761	0.422	0
658594	0.034	0
119122	0.5	1
615642	0.206	0
697611	0.016	0
2395347	0.108	0
755251	0.106	0
162020	0.384	0
867674	0.076	0
56324	0.152	0
609200	0.054	0
143529	0.172	0
478884	0.362	0
711776	0.01	0
2038865	0.094	0
908195	0.14	0
177511	0.042	0
111106	0.018	0
503813	0.082	0
254365	0.024	0
1435116	0.044	0
890940	0.046	0
50838	0.116	0
772127	0.14	0
649602	0.078	0
113367	0.188	0
905198	0.17	0
528700	0.028	0
1482583	0.006	0
742183	0.158	0
526074	0.328	0
276960	0.06	0
763775	0.198	0
797671	0.222	0
170072	0.136	0
293565	0.014	0
2663775	0.092	0
564730	0.038	0
1936150	0.136	0
3244869	0.066	0
58549	0.148	0
2098009	0.04	0
120745	0.372	0
563092	0.136	0
145279	0.008	0
644653	0.076	0
538565	0.216	0
56021	0.334	0
164150	0.46	1
551065	0.026	0
911566	0.03	0
644553	0.014	0
719393	0.058	0
878296	0.12	0
537966	0.05	0
468737	0.254	0
618002	0.356	0
3272245	0.1	0
533600	0.076	0
616963	0.182	0
608388	0.232	0
632163	0.048	0
649070	0.422	0
612952	0.082	0
662960	0.046	0
1679781	0.024	0
556076	0.062	0
918809	0.228	0
58479	0.07	0
58013	0.372	0
545570	0.044	0
539540	0.156	0
635656	0.106	0
155303	0.084	0
630182	0.028	0
643891	0.246	0
176764	0.088	0
2055586	0.086	0
60770	0.318	0
765152	0.048	0
518406	0.114	0
775118	0.094	0
116341	0.174	0
665970	0.096	0
178888	0.184	0
275169	0.104	0
100773	0.092	0
609469	0.154	0
290875	0.218	0
158321	0.066	0
245251	0.124	0
54507	0.044	0
462003	0.552	1
347322	0.072	0
229169	0.248	0
117617	0.068	0
212897	0.082	0
539921	0.078	0
3558677	0.118	0
664165	0.21	0
200057	0.06	0
118152	0.26	0
752991	0.124	0
911823	0.042	0
53836	0.19	0
2216178	0.086	0
354959	0.064	0
608357	0.096	0
592861	0.018	0
645186	0.018	0
702176	0.012	0
627599	0.01	0
233589	0.126	0
114435	0.098	0
914065	0.114	0
2485556	0.032	0
526351	0.184	0
178628	0.084	0
423323	0.094	0
707999	0.006	0
545021	0.168	0
176876	0.162	0
185090	0.558	1
801449	0.008	0
543167	0.164	0
893953	0.274	0
2353823	0.094	0
899516	0.042	0
752777	0.06	0
564740	0.62	1
919917	0.032	0
108332	0.164	0
52307	0.166	0
705873	0.204	0
258402	0.348	0
620738	0.102	0
117485	0.124	0
591343	0.226	0
625150	0.31	0
3070005	0.096	0
143007	0.31	0
531447	0.032	0
911240	0.3	0
672788	0.056	0
1455978	0.284	0
143095	0.058	0
106759	0.064	0
291622	0.208	0
132347	0.116	0
236644	0.228	0
541440	0.066	0
386720	0.23	0
607716	0.214	0
532206	0.172	0
628696	0.066	0
177498	0.052	0
109724	0.272	0
633925	0.016	0
268831	0.1	0
2377966	0.108	0
2331204	0.016	0
526797	0.044	0
3086413	0.042	0
166490	0.386	0
620590	0.24	0
2671216	0.054	0
163419	0.172	0
285830	0.226	0
249869	0.064	0
2047439	0.044	0
58366	0.146	0
916417	0.008	0
1573926	0.086	0
525683	0.176	0
739546	0.128	0
711197	0.058	0
2703529	0.148	0
2566219	0.036	0
567636	0.18	0
873659	0.17	0
906605	0.16	0
57749	0.352	0
620248	0.236	0
618154	0.274	0
184026	0.136	0
769785	0.092	0
115626	0.144	0
878302	0.204	0
714758	0.266	0
477372	0.122	0
1900530	0.046	0
881600	0.03	0
50577	0.112	0
551883	0.062	0
552962	0.052	0
545038	0.07	0
1446016	0.042	0
710677	0.22	0
650169	0.06	0
2665889	0.056	0
116621	0.12	0
600353	0.508	1
714330	0.182	0
826273	0.028	0
421944	0.154	0
587544	0.052	0
2029376	0.058	0
864635	0.048	0
50812	0.156	0
529667	0.002	0
862238	0.188	0
527867	0.168	0
128587	0.018	0
657591	0.11	0
828773	0.088	0
868222	0.108	0
865457	0.06	0
2345162	0.09	0
614177	0.206	0
921462	0.37	0
3619500	0.034	0
607714	0.138	0
108085	0.298	0
629959	0.036	0
112937	0.148	0
1780382	0.006	0
529480	0.28	0
647225	0.228	0
610328	0.346	0
514761	0.23	0
246648	0.258	0
118880	0.434	1
132013	0.046	0
630063	0.372	0
3474694	0.042	0
629566	0.238	0
231251	0.11	0
349803	0.048	0
203841	0.104	0
287090	0.056	0
530507	0.032	0
634167	0.06	0
3503492	0.184	0
2681596	0.036	0
248847	0.064	0
809122	0.148	0
619420	0.09	0
535017	0.3	0
611850	0.234	0
51249	0.534	1
641764	0.15	0
313771	0.058	0
317198	0.322	0
901673	0.038	0
2663750	0.104	0
632943	0.034	0
655013	0.454	1
533273	0.786	1
54108	0.294	0
534568	0.098	0
439820	0.134	0
866672	0.088	0
867247	0.042	0
182734	0.122	0
1451558	0.136	0
210834	0.156	0
57506	0.446	1
178675	0.394	0
615868	0.282	0
177898	0.32	0
2485952	0.384	0
2570386	0.126	0
199085	0.352	0
262796	0.04	0
540338	0.06	0
156646	0.042	0
658195	0.048	0
2525782	0.012	0
873115	0.09	0
540591	0.006	0
153343	0.376	0
532587	0.622	1
164442	0.214	0
545863	0.136	0
910411	0.146	0
133144	0.222	0
2502221	0.036	0
183303	0.198	0
526630	0.052	0
359264	0.062	0
859295	0.044	0
1533335	0.086	0
532713	0.204	0
146407	0.12	0
722859	0.082	0
278547	0.248	0
737378	0.102	0
2144453	0.036	0
200004	0.312	0
51588	0.518	1
809138	0.06	0
1935487	0.072	0
3472068	0.146	0
312050	0.09	0
248354	0.328	0
658012	0.124	0
121529	0.252	0
53148	0.444	1
163050	0.288	0
909217	0.11	0
630843	0.08	0
51467	0.05	0
553723	0.374	0
177271	0.09	0
2347472	0.062	0
157533	0.434	1
225811	0.156	0
544734	0.118	0
875317	0.234	0
60793	0.184	0
178613	0.076	0
51385	0.378	0
251712	0.064	0
530722	0.188	0
2098884	0.178	0
528574	0.044	0
148208	0.018	0
244328	0.046	0
